Insult,Date,Comment,Usage
1,20120609222408Z,"""yeah like you know me, faggot ass nigga""",PublicTest
1,,"""Here is my jock strap... I'll hike it, you suck it_douchebag.""",PublicTest
1,20120620072626Z,"""You seem desperate and psychotic.. go away.""",PrivateTest
1,20120612013404Z,"""some of you morons and your comments are breath takingly stupid. you blame everything on bush no matter how many years ago it was, as if you're all some economic free lance experts. \nplease, keep posting your silly comments, it's giving us common sense people a good laugh.""",PrivateTest
1,20120620002512Z,"""Are you stupid?""",PublicTest
1,20120619033521Z,"""four2goJust  nowin reply to 45ACP   \n ................and YOU just PROVED MY point!\n\nThat your a no-nothing stupid bitchh? I sure as heII did, didn't I!""",PrivateTest
1,20120620071901Z,"""You are the retard.\nThe Falklands are 8000 miles from this dump.\nWhat is the picture of?\nYour Cat?""",PrivateTest
1,20120320174412Z,"""look, douchey,\xa0 how about i holster my cock in your mouth\xa0 hmmmmm?\n\nlike i said,\xa0 FOX NEWS is number one for a reason..\ndeal with it\n\nand im sure the closer we get to november more and more people will see how much this dickwad in chief has been fucking up this great country.\n\nNothing\xa0I \xa0say is going to sink in your thick bubble head.\xa0 If its not comming from the left, then your libtard brain says its lies... so you are helpless""",PrivateTest
0,20120528220422Z,"""Heroes = People that end wars\n\nVillains = People who start wars (Republicans) and carry out wars (US Soldiers)""",PublicTest
0,20120612145537Z,"""Same reason no one cared Obama did cocaine, which is a felony as well.""",PublicTest
0,20120620013714Z,"""I don't think we have a shitty team.""",PrivateTest
0,,"""\\xc2\\xa0revolt_today, being gay is biological, that is a FACT.\\xc2\\xa0 There have also been multiple studies that show there is a genetic link to being gay.\\xc2\\xa0 \\n\\nYou are born with your gender preference.\\xc2\\xa0 """,PrivateTest
0,20120611175116Z,"""lol you are the 2nd person to say that. . .am I missing somethign?""",PublicTest
0,20120502172534Z,"""A moron because this person does not have your point of view?""",PrivateTest
1,20120530142516Z,"""Would someone who regurgitates and parrots the sheep line from the tape recording really understand?""",PrivateTest
0,20120530101902Z,"""depth lol alot of unproven players""",PublicTest
1,20120527211443Z,"""Are you high?""",PrivateTest
0,20120530144311Z,"""Clarke's fantastic - big beast, hard hitting, eminently sensible on all the major issues.\n\n(Much as the far right keep willing all things European to fail, the fact remains that we're doing just fine thanks, and you're not going to drag our rights away from us)""",PrivateTest
0,,"""as a bolton fan who doesnt slag his manager off i watched the game last nite between two teams, one that was improving every game n one that was havin a bad run dont slag ur manager off its not just down to him , look at ur players, as is the norm little old bolton gets no praise, they had  the same amount of attempts if not more to score but  like arsenal didnt, get over urselves u will come good at some point , its called keeping the faith in ur team just as i do, COYWM.""",PrivateTest
0,20120618205124Z,"""This Guess the Clown game was STOOPIDER than Bri's BigStoopidO-5 contest!  Whoozewiffme??????????   \n\nI've got a guess:  who gives a fuck!""",PrivateTest
1,20120619011948Z,"""Don't be mad at me, gays. Be mad at the gays who gave you your AIDS.""",PublicTest
1,20120618193807Z,"""Q: Why don't you go out there and do it if it's so easy? Make some money while you're at it?\n\nA: Because it's not that fucking simple!""",PrivateTest
1,20120618225040Z,"""Actually your version is completely full of shit.""",PublicTest
1,20120528145612Z,"""You're calling ME stupid? Um...o..k.....""",PrivateTest
1,20120611204435Z,"""and I thought Dem's put up their presidential kneepad after Clinton left town.......\n\nGuess not....so tell us.....u spit or swallow?""",PrivateTest
0,20120528020803Z,"""the ONLY inherent worth I know all men to have is to be able to say 'no' to women.""",PrivateTest
0,,"""This is the new America, we are a bunch of spoiled, weak, drugged up dependent zombies who can\\'t handle the \\xc2\\xa0challenges of life. It is the same mentality that is changing this country for the worse. Every one now either suffers from ADD, or depression, or is bi polar, etc. We now want a ""happy"" pill to make everything alright. If our job causes us stress we want to be able to quit and collect disability the rest of our lives, and party with our other worthless friends, staying drunk, and doing crack, weed, meth, etc. These are our ""Hollywood"" role models for our kids, along with the professional athletes who do the same. These are the Obama voters, who see the govt. as their best hope. Sad. China, and other countries have to be licking their chops as they watch the once great country self\\xc2\\xa0destruct from within.\\xc2\\xa0\\xc2\\xa0""",PrivateTest
0,,"""haha Ted Nugent? Are we talking about the same Ted Nugent that purposefully crapped himself to dodge the draft? Or the one who tried to legally adopt a minor for the sole purpose of having a sexual relationship with her? Sounds like a real red blooded bad ass.""",PrivateTest
0,20120620155217Z,"""The father stopped the sexual assault the moment he dragged the assailant away from his daughter. What followed was rage-fuelled revenge.""",PrivateTest
0,20120612053314Z,"""I hope someone you love commits a crime and gets beaten to death for it. Not out of spite, though. Just so you can learn to accept it unconditionally.""",PrivateTest
1,20120618213549Z,"""Too bad none of you are worthy of carrying his jock strap.""",PrivateTest
0,20120502232621Z,"""Not when you do it without constructive reasoning, it isn't.""",PrivateTest
1,20120529163722Z,"""Did you actually know her personally or are you always this nasty?""",PrivateTest
0,20120529154452Z,"""Do you blow the dust out of them first?""",PrivateTest
1,,"""With your sick obsession and your mind on nothing else but your c ock and whose ass you're going to put it into next, you can't understand anything. """,PrivateTest
0,20120529012327Z,"""Anybody ever get the chance to watch Washington play SS before Ranger games?""",PrivateTest
0,20120610021453Z,"""All Yall Bitches On Here Sayin She Deserved That Yall Dumb Is Hell Yall Must Like Getting Hit By Niggas""",PrivateTest
0,,"""Cheers, everyone!""",PrivateTest
1,20120528171855Z,"""When you are able to prove the existence of god, then you can come back and rant about evolution's failure to disprove god's existence.  Until then, you are just another ranting and mindless christer for whom nearly everything, especially sounds in the night, are frightening.""",PrivateTest
0,20120609214822Z,"""This kind of shit just sets us further away from eachother""",PublicTest
1,20120610210320Z,"""so i guess you retarded libturds want to ban christmas carols from schools, because you don't believe in Santa. you morons should be baned from breathing.""",PrivateTest
0,20120528222631Z,"""The fatman should give them a shot at the WC""",PublicTest
0,,"""Well said Jace. It has to work both ways then.""",PublicTest
0,20120529211539Z,"""You must be on an Eastern Conference team...""",PrivateTest
0,20120610053637Z,"""Okay. Just because Cano had a recent rough patch, doesn't make Alex more\xa0consistent than him! We'll see who makes the All-Star team. And after talking to you over the past few nights o here, I know for a fact that you need to learn a thing or two about baseball . . .\nYou are crazy ! ! !\nAnd to tell you the truth, Jeter is even more\xa0consistent\xa0than A-Rod this year as well . . .\nSo that's 3 of 'em . . . .\nLook at their batting averages ! ! !\nDuh ? ? ??""",PrivateTest
1,20120529021932Z,"""No, I think wimmin talking about treating looking as wolf-whistling (see related articles) and ""being wolf-whistled is as hurtful as being groped, slapped"" and of treating all ""sexual violence"" on a par is thretenening half the population's liberty.\n\nBut what would a feminist understand about human rights or justice?!""",PrivateTest
1,20120320153943Z,"""lol wow. so in your mind everyone whos racist is a murderer.. So you're a murderer too? Idiot...""",PublicTest
0,20120609192831Z,"""Truthbtold87: I somehow doubt very much you are a Yank""",PrivateTest
0,20120619132145Z,"""Oh Lego videos, how simplistic yet watchable you are.""",PrivateTest
1,20120610130648Z,"""did dude a lame, you got spalshed, big deal, you in a pool, really? u want an apology. he can't even fight, you threw him in da pool. you lame, bitch ass, n then u ran when he got bak out, bitchass nigga....u would have gotten served if dat was me, lame!""",PrivateTest
0,20120530141243Z,"""One thing that disappointed me about DT last night... since my cable was out I was drawn to the threads and it was disgusting. People on here cussing at brooks, the refs, calling for whole sale changes.\n\xa0\nTo those where in the game thread last night. you should be ashamed. Knee-jerking and lambasting our team for every single thing that didn't go right. Seriously. I expected more from this group.\n\xa0\nyou want to complain? You want to give your advice? Then do that in a constructive manner. The time for debating whole sale changes and coaching extensions and amnestying Perk and what not will come later. But right now lets focus our energy on support OUR TEAM and looking at what they can do to improve.\n\xa0\nTHUNDER UP!""",PrivateTest
1,20120529223355Z,"""That crazy b*tch was Irish you idiot.""",PrivateTest
1,20120528033727Z,"""put your weak azz handle up first beetch""",PrivateTest
1,20120619150940Z,"""LULZ do some research on Nike some time.. \n\nyou are a moron.""",PrivateTest
0,20120528053356Z,"""Yes, that is how I remember it. I wonder why Josh can't understand that. It seems pretty simple to me.""",PrivateTest
1,20120619181719Z,"""Oh, Vicky<2, you are not the one to speak about errors in English, are you? You are so stupid...""",PrivateTest
0,20120529035556Z,"""Self described progressives are about 16% of the country, and yes, they are brain dead.""",PrivateTest
0,20120609204036Z,"""@faustshausuk\xa0sad. \xa0And just like that you fucked up. \xa0Apple....Apple. \xa0You sir need to do some research on your friend Apple when it comes to hardware. LOL!""",PrivateTest
1,20120620153036Z,"""Why don't you go take yourself deep loser""",PrivateTest
1,20120320083945Z,"""Then why do you continue to watch it if you are only going to cry like a little bi*ch afterwards? Answer: You're a pathetic momma's boy whose crying for attention.""",PrivateTest
1,,"""Mayne, SHUT the F*CK up, HOES.....You hatin heffas are just mad that JONESY can see her cooch and doesn't have to use a mirror tied to her foot to see how to wash the mothaf*cka!!!! You fat, ugly, STANK, Weave wearin' BYTCHES are a GOT damn mess!!! Now don't get me wrong, Jonesy needs a better stylist for her shyt too, but she STILL looks better than the majority of you wack a$$ed FAT hoes on here......""",PrivateTest
1,20120320172033Z,"""Haha.\xa0 A black kid was shot by a hispanic and you still find a way to blame whitey.\xa0 Your ignorance is astounding.""",PublicTest
0,,"""@naptown_ninja @MrNFL Except that good ST has virtually no long term correlation with winning.  Of the top 10 teams in ST this year, only 5 made the play offs.   Of the teams in the conference championships their ST ranks were 2, 5, 16 and 30th.\\n\\n \\n\\nThe team with the best special teams in the play-offs lost due to special teams play.\\n\\n \\n\\nThe Polians may have neglected ST, but that wasn't a failure, it was an explicit decision that makes the most sense given limited resources available to spend.  I for one believe it was the right one.""",PublicTest
1,20120611202609Z,"""And so, Dummy Bob, is there a reasoned foundation for you post, that is , other than <b>nonsense</b>""",PrivateTest
0,20120528151633Z,"""Good luck to you :-)""",PrivateTest
1,,"""are you fucking kidding me? you deserve to fucking rot """,PrivateTest
1,20120620132122Z,"""you are a closet, flaming homo""",PrivateTest
0,,"""Getting tired of media matters...any media trying to act like they know something WE cannot figure out for ourselves.\\xc2\\xa0 Candidates for any office need gullible people to vote for them to get into office.\\xc2\\xa0 I will promise anything and everything to get this low paying govt. job so I can then steal you blind.\\xc2\\xa0 HOW smart are we?\\xc2\\xa0 We vote for stooges because of promises and never hold them to task.\\xc2\\xa0 If they cannot or won't do what they say, throw their bum ass out of office.\\xc2\\xa0 This will save money on their pensions.\\xc2\\xa0 BTW anyone over 65 should be tossed out of office for being unenergetic, archaic, lame, blind, or just a Washington insider.\\xc2\\xa0 Let the young people take over since this is their world.""",PublicTest
0,20120528145310Z,"""You are right.\nDo what you can while you can and hope to get to OCT and play your best ball.\nLike STL did.""",PrivateTest
1,20120610074724Z,"""3057235903 alley a pussy...florida,nigga dnt fuck wit you woe..""",PrivateTest
1,20120612145639Z,"""You are a pig!""",PrivateTest
1,20120611212200Z,"""sod foot ball all i see is sluts r us""",PublicTest
1,20120609182800Z,"""You should be soundly thrashed, trash.""",PrivateTest
0,20120529223633Z,"""They cut Justin Helwedge and signed Cameron Kenney.""",PrivateTest
0,20120609200452Z,"""Then get in lotus position....don't forget to breathe""",PublicTest
0,20120611181457Z,"""Holy cow!  I just woke up to the fact that if government has a ""spending problem"", maybe that spending could actually be put to work stimulating the economy!  The idea that if government doesn't invest AND business doesn't invest, that that will somehow grow the economy - it's laughable!  Boy, what a chump I've been!""",PrivateTest
1,20120611202255Z,"""Are you always this stupid or just when you are defecating on the internet?""",PublicTest
1,20120620145951Z,"""are you retarded?""",PrivateTest
1,20120618210140Z,"""JoeApe - did the room you grow up in have lead based paint on the walls or something?""",PrivateTest
1,20120612044619Z,"""Like i mentioned i'm fucking bored, girlfriend is working through blogshop. I agree with those easy money, by just selling every piece of worn shirts or craps to other people. Its not as easy as it seems, she gotta travel here and there just to pass buyers 'USED' items. \r\n   So now im alone with her younger brother in my girlfriend house while she is out to meet buyers. We surely drifted apart because she had to entertain blogshop for 24 hours 7 days. And time we had just decreased tremendously . \r\n  Now, her little brother, JAVIER, 5 years old is the worst kid ever in the history of worst kid. HE HAS THE SMELLIEST ASS A LIVING THING CAN IMAGINE. Shits in his pampers for more than 12 hours and he still refuse to change and de 'AROMA' simple fill the air. This is deadlier than snorting cocaine. He is fucking rude and have no discipline at all, he is just a useless brat. Seriously, i just hate him. Enough said ..""",PrivateTest
0,20120610045347Z,"""Not unless some come back or show up!\xa0\xa0 They seem to have pretty much done whatever trolls do when their arse has been soundly kicked.""",PrivateTest
0,,"""@Flying Squid I eagerly await any new ""evidence"" presented by the FRC :)""",PrivateTest
0,20120515131939Z,"""STOP CALLING THEM RICH!!!!!!!! \n\nAlso, Drew Franklin sounds like a little bitch.""",PublicTest
1,20120611204006Z,"""why are you turning this fun event into a race thing?\xa0 miserable fuck.""",PrivateTest
1,20120618195626Z,"""shut up you are stupid dumb ass when you have stupid comment like this keep them to your self ""john"". Detective conan is the best of the best so shut it up.""",PrivateTest
1,20120530054038Z,"""<b>LMFAO AT YOU!!!!!!!! WHERE IS YOUR RECORD CAREER GOING DOG?!""",PrivateTest
0,20120609222024Z,"""Qka i ka bo Barcelona tere keto 4 vite terror realit asnje kup sja ka lene mu gezu e as me shiju ja paten nis me harru edhe kupa qfare oshte. Ec more idiot palo mos shit filozofina se Barca juve jeten jau ka nzi .""",PublicTest
1,20120528100421Z,"""This is one of many reasons why you are the face of failure.""",PrivateTest
1,20120619154429Z,"""did you mean '""I'm a retarded fuck"" wrong'? I think you did, now you look like a huge fucking tool""",PrivateTest
0,,"""What a horrible nightmare! But not to worry, it is your sub-conscience kicking you in the rear. :) You can do this girl! I quite smoking ten years ago, cold turkey. In solidarity, you've inspired me to write a post for you ... (maybe in a week or so?) Hang in there! Hugz!""",PrivateTest
1,20120320190248Z,"""You are one really thick ldiot.""",PrivateTest
0,,"""Over priced and over rated,for the price of a ps3 i could get a Xbox and a blu ray player and if one broke id still have the other also you`re online service sucks no cross game chat you mad?""",PrivateTest
1,,"""We are discussing insurance, not hospitals or doctors, you moron.\\n\\nI know you are a liberal, and as such have a very tenuous grip on reality, but come on man.""",PrivateTest
1,20120528043702Z,"""you people are disgusting""",PublicTest
1,20120620051005Z,"""to dummy scummy adam caith\n\nstop twisting history, you despicable fool. you are soon choking with your own lies.""",PrivateTest
1,20120610103034Z,"""agreed - same can be said for you...whore""",PrivateTest
0,20120620004042Z,"""Serious? Software aside,  how is this phone not far superior to the nexus? Hell how is the gs2 not superior to the nexus?""",PrivateTest
0,,"""@dugfmjamul@Flying Squid\\\\n\\\\nI thought you said you weren't going to be talking to me, Korean Guy. I insist you keep your word.\\\\n\\\\n \\\\n\\\\nGot that?""",PublicTest
0,20120515063510Z,"""what people?  I think you are creating an imaginary army for yourself to compensate for your lack of an argument""",PrivateTest
1,20120618194003Z,"""This is what happens when local news channels, KSL, KUTV, KTVX, KSTU reveal the local's best fishing places.\nAdvertise our wonders, our marvels.\nIt's all money driven. Capitalism at its finest. \n\nUnless you are very wealthy, you're an ignorant fool to vote for RICH politicians at election time.""",PublicTest
1,20120620033346Z,"""You call people racist & idiots, yet you say ""you are mad that your momma wants a nice black p*nis in her life"" you sound like the idiot to me......loser""",PublicTest
0,20120612022945Z,"""oh and you can transfer years as a player to years as an owner...........................................""",PrivateTest
1,20120620010508Z,"""You're an idiot.""",PrivateTest
0,20120619181057Z,"""First of all, he probably has someone do that for him. \xa0Second, of all, any elementary student is able to fill out the form, and faster than him, I'm sure. \xa0Third of all, I don't know if there is a third. \xa0\n\nWhen I think of W, evil trumps stupid; when I think of Mitt, stupid wins.""",PrivateTest
1,20120619141532Z,"""Anoel\xa0\xa0 -\xa0\xa0 Gotta go do ""real"" work but I still want an anoellment from ya.\xa0 You are a waste of humanity\xa0.\xa0 :-(""",PublicTest
0,20120619154939Z,"""Now the excuse is that we are playing a soft schedule.""",PrivateTest
0,,"""@NotBornEveryMin  Is that the number of personalities you have?""",PrivateTest
0,20120515181950Z,"""crawled out of your hole after 44 years have you?""",PrivateTest
0,20120611183020Z,"""You are beyond reason, living in a delusional world just as most right-wingers are.""",PublicTest
1,20120612051400Z,"""No, he DID.\xa0 He told me and that is a FACT.\xa0 That is how fucking stupid this asshole is...""",PrivateTest
0,20120612044741Z,"""These are mostly facts, something you just don't want to admit.  Thanks for reminding us of what they are.  I'm sure we can think of a few more.  You know these are the truths but write it enough and you are disproving your point.""",PrivateTest
1,20120320182501Z,"""He just likes to suck on men. He is a faggot.\n\nBasically a worthless no use human""",PublicTest
1,,"""So your Stupid Ass Wouldn't You Dumb Fuck!!!!!""",PublicTest
0,20120619035941Z,"""this law is going to be overturned, for reasons of constitutionality soon... prohibition now!!!""",PrivateTest
0,,"""Sitting in my office... laughing all by myself.  Good stuff! :-)\\n\\n \\n\\n--Tony Gnau""",PublicTest
1,20120529014616Z,"""heyhey!\xa0 Big Pine!\xa0 I was just thinking about a guys comment about how negativity is making people leave.\xa0 I thought ""well, I have actually noticed more abundance in familiar names, and less random names.""\xa0 I bet the same people are still reading articles, and just staying out of the feedback comments.\xa0 That sounds like a good thing to me.\xa0 Those people were probably leaving stupid feedback, and didnt like the reality of what people thought.\xa0 Also, (if) they were able to be chased out, they were probably only half-a$$ interested, and frankly, those arent the kind of people I want leaving feedback for our genre.\n\nAnyway, it is good to see you, and a bunch of good guys, out here.\xa0 :D Then there is you-know-who :D\xa0 Dumb as he is, at least he refuses to be run off.\xa0 I saw him leave a competent Spidey comment the other day, and got 10 votes for it.\xa0 Maybe he has potential.\xa0 Sadly :) I guess I have no choice but to see if he comes around...and no that was not a joke about his horny carl wack-off profile.""",PrivateTest
0,20120619155023Z,"""At least they were courteous enough to place a sign letting you know why you're smelling shit.""",PrivateTest
0,,"""Don't worry, maybe next year.""",PrivateTest
0,20120527195006Z,"""jlhanxson:\n\nDon't believe all you read in polls.........""",PrivateTest
1,,"""Rightasshole. That\\'s why all those people were ki//ed. Because of your ""calming"" effect. P i ss on obama.""",PrivateTest
1,20120611101252Z,"""EI. TRUTH BE SAID. U R THE TRUTH. FUCK AKATA PPL. THEY ARE JUST SLAVES. LOW IQ'S""",PublicTest
0,20120528062453Z,"""What kind of shitty name for a sword is Heart Eater?""",PrivateTest
0,20120610014253Z,"""Pitch a tent? I pitch one every single morning. What's the big deal? And it's NOT a pup tent!""",PrivateTest
1,20120619215837Z,"""Now do you see why people call you a moron?  You get back what you give out.\n\nGo spread your hate to someone else.\n\nHypocrite.\n\nLMAO""",PrivateTest
0,20120610150145Z,"""The pres himself said this ""He said Republicans had driven the economy into a  ditch and then stood \nby and criticized while Democrats pulled it out.  Now that progress has \nbeen made, he said, \u201cwe can\u2019t have special  interests sitting shotgun. \nWe gotta have middle class families up in  front. We don\u2019t mind the Republicans joining us. They can come for the  ride, but they gotta sit in back.\u201d\n\nSo who exactly is partisan.\xa0 So sick of hearing you id iot libs talk about us not working with lib tar ds""",PrivateTest
1,20120503025317Z,"""just in case you need reminding, you're an idiot.""",PublicTest
1,20120529220151Z,"""I hate your fucking-liberal-cocksuckng-mother-fucking-ass more than you know. \xa0Stop the trolling and I will too.""",PrivateTest
0,20120529182554Z,"""If you pay for those services and you don't have another way to easily get them on your television, XBL gold is not a bad method especially if you already own XBoxes.\n\nI mean.. realistically at most it will cost you $5 a month if you sign up for a whole year. Chances are if you are buying multiple Xboxes simply to use them as media extenders, you aren't going to miss $5 a month.\n\nAlso, if you hunt around a little bit you can save money on your Sub. Amazon, Walmart, Newegg and even Microsoft occasionally have sales on XBL Gold subscriptions. I have my price set @ $40 for the next 3 years. That works out to just over $3 a month. I spend more than that on coffee every day.""",PublicTest
1,20120609165037Z,"""To engage in an intelligent debate with you is like debating to a retarded person.  It's useless.  It looks like you're bent on disregarding the efforts of the government.""",PublicTest
1,20120620014334Z,"""No, people have a right to speak, no matter how stupid they are.""",PrivateTest
0,,"""And we for sure didn't get any help from cook tonight ha""",PrivateTest
0,20120620171234Z,"""I'm part Indian and I thought it was just pathetic/hilarious.\nI also am a little happy they took the time to translate it.\nThe girls actually look indian in a senseXD\nIt was just funny, ans not offensive in anyway.\nActually indidan culture is all the rage\xa0lately!""",PrivateTest
1,20120610004635Z,"""@GOLDENCHILD111\xa0- you are a fool and dont make sense, try spelling properly aswell""",PrivateTest
1,,"""You should be fucking killed!\\xc2\\xa0 Your ignorance disgusts me!!!""",PrivateTest
0,20120529162722Z,"""Rubio is not a liberal. You have us liberals confused with repubtards.""",PrivateTest
1,20120619123636Z,"""we have been sinking under Krugmans and his ilk's platforms, for 45 YEARS...\nWhat proof do you need?\nNobel prize?lol\nThey also gave the ""peace"" prize to Obama who has now committed us to more wars then BUSH!\nThe credit down grade happened because of our DEFICIT you TARD!\nGet your facts str8!\nracist baiting is old and tired.\xa0 The libs are the racists thinking that the judiciary has the power to grant minorities of color their freedom, when they get freedom from their CREATOR!\nYou are a loon, a big racist libtard loon.""",PrivateTest
0,20120619211221Z,"""""Ron Burgandy"" above your comment attacked me for saying if Obama had 5 sons they would all probably order the lobster and we would pay for it, not only flagged my comment, this Washington poster deleted everything I typed here. In fact most of the comments here are from the government.""",PublicTest
0,20120618232048Z,"""Are you really that bitter that Adams was traded?""",PrivateTest
0,20120530143242Z,"""Watch Lebron James will get his revenge on Spurs this June for what they did to him in 2007 finals............. LBJ will prove the world wrong and his haters will just s.h.i.t themselves in front of their tv's .... LBJ will go solo on the Spurs and burn them alive.... The world will feel the wrath of King James""",PrivateTest
1,20120529172517Z,"""YOU shut up Nazi""",PrivateTest
1,20120610144114Z,"""Did you really just comment this? Your mother must be so proud. What a loser you are, DJR.""",PrivateTest
0,,"""Not the ChickenHawks on this site....They whine like Little Girls about the Deficit and when some needed cuts are finally make their heads blow...""",PrivateTest
1,20120612004740Z,"""Go use google simpleton, that's how the word is spelled.\xa0 You dense democrat!""",PrivateTest
1,20120620141642Z,"""Um...in short...you're an idiot. Period.""",PrivateTest
1,20120611224028Z,"""Us whites don't like coloured people.""",PublicTest
0,20120514051030Z,"""But im not saying bad things about them like you and others do. I only see innocent people being attack from pple like you""",PrivateTest
0,20120527181700Z,"""The OP does not know how to write in English.""",PrivateTest
0,20120514050404Z,"""Have you seen birdsong, yet?""",PrivateTest
1,20120515164206Z,"""Dam n but you are stupid.""",PrivateTest
0,20120618214228Z,"""GarupPreem\n4:40 PM CDT\nSocialized medicine has never worked, libs. It's failed wherever it's been tried, and had to be rescued with free market reforms.  ++++++++++++++++++++++\n\nThe opposite is true.  Universal Health Care has worked very well every where it is has been implemented. You cannot prove otherwise.""",PublicTest
0,20120529195603Z,"""Obama 2012: The Final Countdown\nObama 2012: Or I Get Deported""",PrivateTest
1,20120618213119Z,"""It's Trayvon, you moron.  If you're going to trash talk a dead kid, at least have the class to get his name right.  Not that it matters to you.""",PrivateTest
0,20120619105814Z,"""and it get's better. coming back to the page, the fucking Autoplay is ON AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!""",PrivateTest
0,20120620181742Z,"""Thanks for your comment, Peter.  You said what I was thinking in a much better way.""",PrivateTest
0,20120528231605Z,"""read the article find your answers there.""",PrivateTest
0,20120528033515Z,"""When it comes down to ""Rule, or Die,"" dictators don't care who is watching.""",PrivateTest
1,20120610065355Z,"""mmmm....you better learn to live with us!\xa0\nWe will be the majority, white trash. Or you can go back to your foggy land of the retard royality.""",PublicTest
0,20120620163006Z,"""In the recent Occupy Wall Street protests by the left, comedienne Roseanne Barr had this to say about wealthy Americans: \n""I first would allow the guilty bankers to pay\u2026 back anything over 100 million in personal wealth because I believe in a maximum wage of 100 million dollars and if they\u2019re unable to live on that amount then they should go to the reeducation camps, and if that doesn\u2019t help, then be beheaded.""""",PrivateTest
0,20120529022450Z,"""You could'nt be further from the truth""",PrivateTest
0,,"""First, I'm not gay. Second, I like it fine here.""",PrivateTest
1,20120611071833Z,"""Inflamer!!! you need a f-cking bullet in your stupid head, and i will be only toooo glad to oblige---free of cahrge of course you big moutn racst idiot""",PublicTest
1,20120610144125Z,"""Yeah lets blow up your special place of being when your not there. Scum.""",PrivateTest
0,20120620083742Z,"""And you are meet example.""",PrivateTest
0,20120611205928Z,"""get the fuck to iowa u fucks!!!! ofwgkta is worldwide!! wtf""",PrivateTest
1,20120320180305Z,"""no, it didnt, your comments just proved even more that you are a self absorbed pretentious asshole""",PrivateTest
0,20120619104940Z,"""I had to check and yes that is available on a T-Shirt for purchase.""",PrivateTest
0,20120530080938Z,"""Once again Wilshaw is babbling away about things that are not in his job description. Ofsted's role is to inspect schools and they have failed to do this consistently. Their standard in social care is even worse.\n\nPerhaps we need to consider what Ofsted's role should be. \nInspecting and publishing a report is clearly not working. It is not what Ofsted was set up for in the first place. Mission creep is a real problem for Ofsted. The large one-off cost for a\xa0widespread inspection to identify and help schools has become an on-going and rapidly increasing cost.\n\nIf they are inspecting, they should also be advising and working with weaker schools. If the school does not improve, Ofsted should be held to acount.""",PrivateTest
0,20120618190810Z,"""$200 really? These are nasty as shit, really a Bear?  Maybe if I was going to a fashion show or summing but other than that hell no!""",PublicTest
0,20120527174225Z,"""Once does not make a campaign. Children should be off limits, irrespective of age IF they themselves do not insert themselves into the political process. Think privacy.""",PrivateTest
1,20120530111950Z,"""you are a mental midget you can't be\xa0 a traitor if you aren't a citizen.""",PublicTest
1,20120610081426Z,"""I'm sure she looks better than the sloppy out of shape bitch you call your girl.""",PrivateTest
0,,"""@MichaelCorley Ah, soft shoe, the eternal language of ""I may be clueless, but I can do it in style!""""",PublicTest
1,20120320155900Z,"""hey s c u m bag...................you are a phukin MORON.................you and your kind are irrelevant!!!!!!!!!! be afraid jack a $ $ be very afraid !!!!!!!!!!!!!!!!!!!! the end is near for your messiah !!!!!!!!!!!!""",PrivateTest
0,20120529025049Z,"""Wait, all of your likes are gone?! 0_0""",PrivateTest
0,20120610024024Z,"""High unemployment keeps wages low.""",PrivateTest
0,20120611184812Z,"""No...\n\nIts true....\n\nI'm smug.....\n\nAnd you loose.....""",PrivateTest
0,,"""Obama's answer to EVERYTHING is raise taxes. More money for him to blow on give aways and flush down his green toilet. There is not enough money in the world to satisfy this spendthrift. """,PrivateTest
0,20120530023458Z,"""@Villan\xa0\xa0@YinzerinCT\xa0\xa0@Flip\xa0\xa0@stapler darker than black.\xa0 it's awesome.\xa0 and that's how long ago i started watching it, there are only a few episodes left i think""",PrivateTest
0,20120620000542Z,"""Well stop letting Jenny sit on it""",PrivateTest
1,20120609205451Z,"""fuck u and your moma bitch""",PrivateTest
1,20120515133918Z,"""Don't try thinking for your betters, idiot.  You have more than enough trouble thinking for yourself.""",PrivateTest
1,20120527175637Z,"""You are a pathetic bigot.""",PrivateTest
0,20120620145702Z,"""Love your layout and the way you used the dies.""",PrivateTest
1,20120529130001Z,"""Stop crying  C's fans your time is up.""",PrivateTest
1,20120620012240Z,"""The first Rove ""lie"" is his opinion that the Obama immigration ukase is illegal. Now, I could prepare a thorough refutation of MM's ridiculous legal analysis. See, I actually understand these issues. I've dealt with more complex issues of agency enforcement discretion. I know what it is and what it isn't. (And it isn't this.)\n\nBut that's really beside the point, because anyone with a brain knows that Rove's opinion can't even qualify as a lie. I really can't believe you are this dumb. Or why I bother. Which I will now stop doing.""",PublicTest
1,20120529144029Z,"""And you think I care about YOUR opinion?! WHO GIVES A FUUUUUCK!!!""",PrivateTest
0,20120618210111Z,"""Comrade Gigglemass makes the same claim.\n\nBut as Comrade Kirsty McColl (RIP) sang ... he's a liar, and I'm not sure about you.""",PrivateTest
1,,"""You parade your ignorance like it was a crown for all to see, a most pathetic puke you are, America Hater!!!""",PrivateTest
1,20120320201523Z,"""I am sure you believe yourself sincere.\n\nJust like you believe yourself smart, and your version of reality to be reality, does not make it so.\n\nWhich actually makes you a dumb ass, Jack.""",PrivateTest
0,20120529013150Z,"""yeah that's called every night!""",PrivateTest
